,File Name,Fashion Sentence,adjectives,nouns,noun_adj_map,suprisal
188,00000015.txt,"""ow much you tink?""

""mr. innerarity, as an exercise it is worth whatever truth or skill it
has taught you; to a judge of paintings it is ten dollars' worth of
paint thrown away; but as an article of sale it is worth what it will
bring without misrepresentation.""

""two--hun-rade an'--fifty--dollahs or--not'in'!"" said the indignant
creole, clenching one fist, and with the other hand lifting his hat by
the front corner and slapping it down upon the counter.","['much', 'worth', 'worth', 'other', 'front']","['exercise', 'truth', 'skill', 'judge', 'paintings', 'dollars', 'worth', 'paint', 'article', 'sale', 'misrepresentation', 'hun', 'rade', 'dollahs', ""not'in"", 'indignant', 'creole', 'fist', 'hand', 'hat', 'corner', 'counter']","[{'hand': ['other'], 'corner': ['front']}, {'hand': ['other'], 'corner': ['front']}]",7.236063405809139
189,00000015.txt,"the way he dovetailed story into story and drew
forward in panoramic procession lufki-humma and epaminondas fusilier,
zephyr grandissime and the lady of the _lettre de cachet_, demosthenes
de grapion and the _fille a l'hopital_, georges de grapion and the
_fille a la cassette_, numa grandissime, father of the two honores,
young nancanou and old agricola,--the way he made them

     ""knit hands and beat the ground
     in a light, fantastic round,""

would have shamed the skilled volubility of sheharazade.

","['panoramic', 'young', 'old', 'light', 'fantastic', 'skilled']","['way', 'story', 'story', 'procession', 'fusilier', 'zephyr', 'grandissime', 'lady', 'grapion', ""l'hopital"", '_', 'grapion', '_', 'fille', 'cassette', '_', 'father', 'honores', 'nancanou', 'way', 'hands', 'ground', 'round', 'volubility', 'sheharazade']","[{'procession': ['panoramic'], '_': [""l'hopital""], 'nancanou': ['young'], 'way': ['old'], 'hands': ['knit'], 'round': ['light', 'fantastic'], 'volubility': ['skilled']}, {'procession': ['panoramic'], '_': [""l'hopital""], 'nancanou': ['young'], 'way': ['old'], 'hands': ['knit'], 'round': ['light', 'fantastic'], 'volubility': ['skilled']}, {'procession': ['panoramic'], '_': [""l'hopital""], 'nancanou': ['young'], 'way': ['old'], 'hands': ['knit'], 'round': ['light', 'fantastic'], 'volubility': ['skilled']}, {'procession': ['panoramic'], '_': [""l'hopital""], 'nancanou': ['young'], 'way': ['old'], 'hands': ['knit'], 'round': ['light', 'fantastic'], 'volubility': ['skilled']}, {'procession': ['panoramic'], '_': [""l'hopital""], 'nancanou': ['young'], 'way': ['old'], 'hands': ['knit'], 'round': ['light', 'fantastic'], 'volubility': ['skilled']}, {'procession': ['panoramic'], '_': [""l'hopital""], 'nancanou': ['young'], 'way': ['old'], 'hands': ['knit'], 'round': ['light', 'fantastic'], 'volubility': ['skilled']}, {'procession': ['panoramic'], '_': [""l'hopital""], 'nancanou': ['young'], 'way': ['old'], 'hands': ['knit'], 'round': ['light', 'fantastic'], 'volubility': ['skilled']}]",7.608432674220654
190,00000015.txt,"they could dress delightfully on an incredibly small outlay;
could wear a well-to-do smile over an inward sigh of stifled hunger;
could tell the parents of their one or two scholars to consult their
convenience, and then come home to a table that would make any kind soul
weep; but as to estimating the velocity of bills-payable in their
orbits, such trained sagacity was not theirs.","['small', 'inward', 'payable', 'such', 'theirs']","['outlay', 'sigh', 'hunger', 'parents', 'scholars', 'convenience', 'table', 'kind', 'soul', 'weep', 'velocity', 'bills', 'orbits', 'sagacity']","[{'outlay': ['small'], 'sigh': ['inward'], 'hunger': ['stifled'], 'soul': ['kind'], 'sagacity': ['such', 'trained']}, {'outlay': ['small'], 'sigh': ['inward'], 'hunger': ['stifled'], 'soul': ['kind'], 'sagacity': ['such', 'trained']}, {'outlay': ['small'], 'sigh': ['inward'], 'hunger': ['stifled'], 'soul': ['kind'], 'sagacity': ['such', 'trained']}, {'outlay': ['small'], 'sigh': ['inward'], 'hunger': ['stifled'], 'soul': ['kind'], 'sagacity': ['such', 'trained']}, {'outlay': ['small'], 'sigh': ['inward'], 'hunger': ['stifled'], 'soul': ['kind'], 'sagacity': ['such', 'trained']}]",7.203743050197793
191,00000015.txt,"""

""i used to ride,"" replied the apothecary, turning, hat in hand, and
wondering what such a question could mean.

",['apothecary'],"['turning', 'hat', 'hand', 'question']",[],5.482593994984572
192,00000015.txt,"some delays occurred in the afternoon, but toward sunset the apothecary
dressed and went out.",['dressed'],"['delays', 'afternoon', 'sunset', 'apothecary']",[],7.000129350188296
193,00000015.txt,"""you'll go?""

""yes,"" replied the apothecary, hat in hand; ""where is it?""

""corner bienville and bourbon,--upper river corner,--yellow one-story
house, doorsteps on street.",[],"['apothecary', 'hat', 'hand', 'corner', 'story', 'house', 'doorsteps', 'street']",[],6.552964138985942
194,00000015.txt,"her dress was a long, snowy morning-gown, wound loosely
about at the waist with a cord and tassel of scarlet silk; a
bright-colored woollen shawl covered her from the waist down, and a
necklace of red coral heightened to its utmost her untamable beauty.

","['long', 'scarlet', 'bright', 'woollen', 'utmost', 'untamable']","['dress', 'morning', 'gown', 'waist', 'cord', 'tassel', 'silk', 'shawl', 'waist', 'necklace', 'beauty']","[{'gown': ['long', 'snowy'], 'silk': ['scarlet'], 'shawl': ['colored', 'woollen'], 'beauty': ['utmost', 'untamable']}, {'gown': ['long', 'snowy'], 'silk': ['scarlet'], 'shawl': ['colored', 'woollen'], 'beauty': ['utmost', 'untamable']}, {'gown': ['long', 'snowy'], 'silk': ['scarlet'], 'shawl': ['colored', 'woollen'], 'beauty': ['utmost', 'untamable']}, {'gown': ['long', 'snowy'], 'silk': ['scarlet'], 'shawl': ['colored', 'woollen'], 'beauty': ['utmost', 'untamable']}]",6.24565246774281
195,00000015.txt,"then he bethought him with a start, and took off his dripping hat.

",['dripping'],"['start', 'hat']",[{'hat': ['dripping']}],6.619464326629762
196,00000015.txt,"""the doctor is sick, and he asked me to dress your wound.",['sick'],"['doctor', 'wound']",[],6.292384281565856
197,00000015.txt,"he called for more pillows, made
a nest of them, and, as she let herself softly into it, directed his
next consideration toward his hat and the door.

","['more', 'next']","['pillows', 'nest', 'consideration', 'hat', 'door']","[{'pillows': ['more'], 'consideration': ['next']}, {'pillows': ['more'], 'consideration': ['next']}]",7.353727744154041
198,00000015.txt,"it was many an hour after he had backed out into the trivial remains of
the rain-storm before he could replace with more tranquillizing images
the vision of the philosophe reclining among her pillows, in the act of
making that uneasy movement of her fingers upon the collar button of her
robe, which women make when they are uncertain about the perfection of
their dishabille, and giving her inaudible adieu with the majesty of
an empress.




","['many', 'trivial', 'more', 'uneasy', 'uncertain', 'inaudible', 'adieu']","['hour', 'remains', 'rain', 'storm', 'tranquillizing', 'images', 'vision', 'philosophe', 'pillows', 'act', 'movement', 'fingers', 'collar', 'button', 'robe', 'women', 'perfection', 'dishabille', 'empress']","[{'remains': ['trivial'], 'tranquillizing': ['more'], 'movement': ['uneasy']}, {'remains': ['trivial'], 'tranquillizing': ['more'], 'movement': ['uneasy']}, {'remains': ['trivial'], 'tranquillizing': ['more'], 'movement': ['uneasy']}]",6.685321987089959
199,00000015.txt,"the homes that gave perfection to this beauty
were those old, large, belvidered colonial villas, of which you may
still here and there see one standing, battered into half ruin, high and
broad, among foundries, cotton-and tobacco-sheds, junk-yards, and
longshoremen's hovels, like one unconquered elephant in a wreck of
artillery.","['old', 'large', 'colonial', 'half', 'high', 'broad', 'unconquered']","['homes', 'perfection', 'beauty', 'villas', 'standing', 'ruin', 'foundries', 'cotton', 'tobacco', 'sheds', 'junk', 'yards', 'longshoremen', 'hovels', 'elephant', 'wreck', 'artillery']","[{'villas': ['old', 'large', 'belvidered', 'colonial'], 'ruin': ['half'], 'elephant': ['unconquered']}, {'villas': ['old', 'large', 'belvidered', 'colonial'], 'ruin': ['half'], 'elephant': ['unconquered']}, {'villas': ['old', 'large', 'belvidered', 'colonial'], 'ruin': ['half'], 'elephant': ['unconquered']}]",6.969728320960579
200,00000015.txt,"my-de'-seh--i know that a citizen of the united states in the united
states has a right to become, and to be called, under the laws governing
the case, a louisianian, a vermonter, or a virginian, as it may suit his
whim; and even if he should be found dishonest or dangerous, he has a
right to be treated just exactly as we treat the knaves and ruffians who
are native born!","['united', 'dishonest', 'dangerous', 'native']","['citizen', 'states', 'right', 'laws', 'case', 'louisianian', 'vermonter', 'virginian', 'whim', 'right', 'knaves', 'ruffians']",[{'states': ['united']}],6.008019911462046
201,00000015.txt,"he is on the flatboat; i saw his
hat over the levee.",[],"['flatboat', 'hat', 'levee']",[],8.559317871535088
202,00000015.txt,"firmly by the
collar.

",[],['collar'],[],10.967318511048031
203,00000015.txt,"here congo girls were dressed in cottons and flannels worth,
where he came from, an elephant's tusk apiece.",['worth'],"['congo', 'girls', 'cottons', 'flannels', 'elephant', 'tusk']",[],8.238559908716898
204,00000015.txt,"""

they brought him out--chains on his feet, chains on his wrists, an iron
yoke on his neck.",[],"['chains', 'feet', 'chains', 'wrists', 'iron', 'yoke', 'neck']",[],6.071096956423093
205,00000015.txt,"a more artificial man
might have objected on the score of dress, his attire being a single
gaudy garment tightly enveloping the waist and thighs.","['artificial', 'single']","['man', 'score', 'dress', 'attire', 'gaudy', 'garment', 'waist', 'thighs']","[{'man': ['artificial'], 'gaudy': ['single']}, {'man': ['artificial'], 'gaudy': ['single']}]",7.569601743378246
206,00000015.txt,"the
bride was dressed, the bridegroom had come.",[],"['bride', 'bridegroom']",[],6.993508706060681
207,00000015.txt,"""

""but he declines to dress himself--has painted himself all rings and
stripes, antelope fashion.""

""tell him agricola fusilier says, 'dress immediately!'""

""oh, miche, we have said that five times already, and his answer--you
will pardon me--his answer is--spitting on the ground--that you are a
contemptible _dotchian_ (white trash).",['contemptible'],"['rings', 'stripes', 'fashion', 'agricola', 'fusilier', 'miche', 'times', 'answer', 'answer', 'ground', 'trash']",[{'trash': ['white']}],7.173278043423955
208,00000015.txt,"she gently bids him go and dress, and at once
he goes.

",[],[],[],8.329389450082376
209,00000015.txt,"then a supper was spread in the big hall in the basement,
below stairs, the sons and daughters of ham came down like the fowls of
the air upon a rice-field, and bras-coupe, throwing his heels about with
the joyous carelessness of a smutted mercury, for the first time in his
life tasted the blood of the grape.","['big', 'joyous', 'smutted', 'first']","['supper', 'hall', 'basement', 'stairs', 'sons', 'daughters', 'fowls', 'air', 'rice', 'field', 'coupe', 'heels', 'carelessness', 'mercury', 'time', 'life', 'blood', 'grape']","[{'hall': ['big'], 'carelessness': ['joyous'], 'mercury': ['smutted'], 'time': ['first']}, {'hall': ['big'], 'carelessness': ['joyous'], 'mercury': ['smutted'], 'time': ['first']}, {'hall': ['big'], 'carelessness': ['joyous'], 'mercury': ['smutted'], 'time': ['first']}, {'hall': ['big'], 'carelessness': ['joyous'], 'mercury': ['smutted'], 'time': ['first']}]",6.666290386945481
210,00000015.txt,"""

both were partly right; her feelings were wonderfully knit to the
african; and she now dedicated herself to agricola's ruin.

",['right'],"['feelings', 'ruin']",[],8.668204903310556
211,00000015.txt,"many participants had been lugged
out by the neck to avoid their being danced on, and the enthusiasm had
risen to a frenzy, when there bounded into the ring the blackest of
black men, an athlete of superb figure, in breeches of ""indienne""--the
stuff used for slave women's best dresses--jingling with bells, his feet
in moccasins, his tight, crisp hair decked out with feathers, a necklace
of alligator's teeth rattling on his breast and a living serpent twined
about his neck.

","['many', 'blackest', 'black', 'best', 'tight', 'crisp']","['participants', 'neck', 'enthusiasm', 'frenzy', 'ring', 'men', 'athlete', 'superb', 'figure', 'breeches', 'stuff', 'slave', 'women', 'dresses', 'bells', 'feet', 'moccasins', 'hair', 'feathers', 'necklace', 'alligator', 'teeth', 'breast', 'serpent', 'neck']","[{'participants': ['many'], 'men': ['black'], 'dresses': ['best'], 'hair': ['tight', 'crisp'], 'serpent': ['living']}, {'participants': ['many'], 'men': ['black'], 'dresses': ['best'], 'hair': ['tight', 'crisp'], 'serpent': ['living']}, {'participants': ['many'], 'men': ['black'], 'dresses': ['best'], 'hair': ['tight', 'crisp'], 'serpent': ['living']}, {'participants': ['many'], 'men': ['black'], 'dresses': ['best'], 'hair': ['tight', 'crisp'], 'serpent': ['living']}, {'participants': ['many'], 'men': ['black'], 'dresses': ['best'], 'hair': ['tight', 'crisp'], 'serpent': ['living']}]",6.875959252126555
212,00000015.txt,"snatching a tambourine from
a bystander as he entered, the stranger thrust the male dancer aside,
faced the woman and began a series of saturnalian antics, compared with
which all that had gone before was tame and sluggish; and as he finally
leaped, with tinkling heels, clean over his bewildered partner's head,
the multitude howled with rapture.

","['male', 'saturnalian', 'tame', 'sluggish', 'clean', 'bewildered']","['tambourine', 'bystander', 'stranger', 'dancer', 'woman', 'series', 'antics', 'heels', 'partner', 'head', 'multitude', 'rapture']","[{'dancer': ['male'], 'antics': ['saturnalian'], 'heels': ['tinkling'], 'partner': ['bewildered']}, {'dancer': ['male'], 'antics': ['saturnalian'], 'heels': ['tinkling'], 'partner': ['bewildered']}, {'dancer': ['male'], 'antics': ['saturnalian'], 'heels': ['tinkling'], 'partner': ['bewildered']}, {'dancer': ['male'], 'antics': ['saturnalian'], 'heels': ['tinkling'], 'partner': ['bewildered']}]",6.706367848041343
213,00000015.txt,"he scarce had power left to liberate his right hand with
his left, to seize his hat and go.

",['right'],"['power', 'hand', 'left', 'hat']",[{'hand': ['right']}],7.638036391878971
214,00000015.txt,"the middle one, tall and
shapely, might have been mistaken at first glance for honore
grandissime, but was taller and broader, and wore a cocked hat, which
honore did not.","['middle', 'tall', 'first', 'taller', 'broader', 'cocked']","['one', 'glance', 'honore', 'grandissime', 'hat', 'honore']","[{'one': ['middle'], 'glance': ['first'], 'hat': ['cocked']}, {'one': ['middle'], 'glance': ['first'], 'hat': ['cocked']}, {'one': ['middle'], 'glance': ['first'], 'hat': ['cocked']}]",7.398027723293887
